n_row,block_number,vault_addr,token_n,vault_token_ratio,amount_per_share,diff_ratio
22,26924867,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999998,1.0,-2.220446049250313e-16
23,26935014,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999998,1.0,-2.220446049250313e-16
24,26935211,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999998,1.0,-2.220446049250313e-16
25,26939843,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
26,26943781,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999998,1.0,-2.220446049250313e-16
27,26944437,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999998,1.0,-2.220446049250313e-16
28,26946512,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999998,1.0,-2.220446049250313e-16
29,26946527,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
30,26950798,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
31,26952147,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
32,26956502,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
33,26963440,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
34,26964916,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
35,26968055,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
36,26968272,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
37,26972578,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
38,26983208,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
39,26990937,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
40,26993654,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999999,1.0,-1.1102230246251565e-16
41,26996741,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999999,1.0,-1.1102230246251565e-16
42,26998637,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
43,27000625,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
44,27007671,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
45,27007852,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
46,27010787,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
47,27013334,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
48,27022147,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999999,1.0,-1.1102230246251565e-16
49,27039501,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
50,27039743,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
51,27044348,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999999,1.0,-1.1102230246251565e-16
52,27067828,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999999,1.0,-1.1102230246251565e-16
53,27079041,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
54,27087017,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
55,27126145,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
56,27130211,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999998,1.0,-2.220446049250313e-16
57,27173139,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
58,27215865,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
59,27250693,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
60,27308567,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999998,1.0,-2.220446049250313e-16
61,28823131,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999999,1.0,-1.1102230246251565e-16
62,28877740,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999998,1.0,-2.220446049250313e-16
63,28983598,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
64,29231801,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
65,29247684,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999999,1.0,-1.1102230246251565e-16
66,29248636,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999999,1.0,-1.1102230246251565e-16
67,29258156,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.999945520766359,1.0002658851508992,-0.0003203643845401949
68,29259754,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9998186259031177,0.9998709687037374,-5.234280061972019e-05
